LAB;EXP;Date of PCR;Plate ID;Experimental Unit LAB;Experimental Unit BRI;Animal ID;CT Gene of Interest;CT Control Gene I;CT Control Gene II;Band Density Gene of Interest;Band Density Control Gene;Exclude?;Experimental Group;Group;Efficiency of primer pair of interest;Efficiency of primer pair of control I;Efficiency of primer pair of control II
LAB32;PCR61;26/10/22;PCR61_01;2_RP3;1;;25,82;13,87;;;;;Retinol (RHO);Group1;0;2;
LAB32;PCR61;26/10/22;PCR61_01;3_RP1;1;;26,49;14,59;;;;;Retinol + Resveratrol (RHO+RSV);Group2;0;2;
LAB32;PCR61;26/10/22;PCR61_01;3_RP2;1;;26,77;14,67;;;;;Retinol + Resveratrol (RHO+RSV);Group2;0;2;
LAB32;PCR61;26/10/22;PCR61_01;3_RP3;1;;26,63;14,49;;;;;Retinol + Resveratrol (RHO+RSV);Group2;0;2;
LAB32;PCR61;26/10/22;PCR61_01;4_RP1;1;;27,17;14,66;;;;;Resveratrol (RSV);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;4_RP2;1;;26,49;14,55;;;;;Resveratrol (RSV);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;4_RP3;1;;26,52;14,71;;;;;Resveratrol (RSV);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;7_RP1;2;;28,91;16,18;;;;;GRX + Ethanol (Control);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;7_RP2;2;;29,14;16,16;;;;;GRX + Ethanol (Control);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;7_RP3;2;;28,94;16,19;;;;;GRX + Ethanol (Control);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;8_RP1;2;;26,07;14,71;;;;;Retinol (RHO);Group1;0;2;
LAB32;PCR61;26/10/22;PCR61_01;8_RP2;2;;26,24;14,71;;;;;Retinol (RHO);Group1;0;2;
LAB32;PCR61;26/10/22;PCR61_01;8_RP3;2;;25,99;14,61;;;;;Retinol (RHO);Group1;0;2;
LAB32;PCR61;26/10/22;PCR61_01;9_RP1;2;;25,86;14,31;;;;;Retinol + Resveratrol (RHO+RSV);Group2;0;2;
LAB32;PCR61;26/10/22;PCR61_01;9_RP2;2;;25,85;14,33;;;;;Retinol + Resveratrol (RHO+RSV);Group2;0;2;
LAB32;PCR61;26/10/22;PCR61_01;9_RP3;2;;25,77;14,3;;;;;Retinol + Resveratrol (RHO+RSV);Group2;0;2;
LAB32;PCR61;26/10/22;PCR61_01;10_RP1;2;;25,68;14,18;;;;;Resveratrol (RSV);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;10_RP2;2;;25,7;14,26;;;;;Resveratrol (RSV);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;10_RP3;2;;25,86;14,02;;;;;Resveratrol (RSV);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;13_RP1;3;;26,21;14,48;;;;;GRX + Ethanol (Control);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;13_RP2;3;;26,29;14,78;;;;;GRX + Ethanol (Control);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;13_RP3;3;;26,32;14,77;;;;;GRX + Ethanol (Control);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;14_RP1;3;;26,59;14,85;;;;;Retinol (RHO);Group1;0;2;
LAB32;PCR61;26/10/22;PCR61_01;14_RP2;3;;26,63;14,85;;;;;Retinol (RHO);Group1;0;2;
LAB32;PCR61;26/10/22;PCR61_01;14_RP3;3;;26,67;14,86;;;;;Retinol (RHO);Group1;0;2;
LAB32;PCR61;26/10/22;PCR61_01;15_RP1;3;;26,3;15,13;;;;;Retinol + Resveratrol (RHO+RSV);Group2;0;2;
LAB32;PCR61;26/10/22;PCR61_01;15_RP2;3;;26,58;15,2;;;;;Retinol + Resveratrol (RHO+RSV);Group2;0;2;
LAB32;PCR61;26/10/22;PCR61_01;15_RP3;3;;26,34;15,22;;;;;Retinol + Resveratrol (RHO+RSV);Group2;0;2;
LAB32;PCR61;26/10/22;PCR61_01;16_RP1;3;;26,4;15,01;;;;;Resveratrol (RSV);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;16_RP2;3;;26,5;14,97;;;;;Resveratrol (RSV);;0;2;
LAB32;PCR61;26/10/22;PCR61_01;16_RP3;3;;26,43;14,91;;;;;Resveratrol (RSV);;0;2;
LAB32;PCR166;;2;T1_1_RP 1;1;;29,73;17,61;;;;;T1;;0;2;
LAB32;PCR166;;2;T1_1_RP 2;1;;29,96;17,66;;;;;T1;;0;2;
LAB32;PCR166;;3;T1_1_RP 3;1;;30,15;17,61;;;;;T1;;0;2;
LAB32;PCR166;;3;T1_1_RP 4;1;;29,81;17,57;;;;;T1;;0;2;
LAB32;PCR166;;2;T1_2_RP 1;2;;30,44;18,14;;;;;T1;;0;2;
LAB32;PCR166;;2;T1_2_RP 2;2;;30,01;18,17;;;;;T1;;0;2;
LAB32;PCR166;;3;T1_2_RP 3;2;;30,51;18,09;;;;;T1;;0;2;
LAB32;PCR166;;3;T1_2_RP 4;2;;30,55;18,29;;;;;T1;;0;2;
LAB32;PCR166;;2;T1_3_RP 1;3;;30,16;15,95;;;;;T1;;0;2;
LAB32;PCR166;;2;T1_3_RP 2;3;;30,23;16,09;;;;;T1;;0;2;
LAB32;PCR166;;3;T1_3_RP 3;3;;29,91;16,11;;;;;T1;;0;2;
LAB32;PCR166;;3;T1_3_RP 4;3;;30,02;15,98;;;;;T1;;0;2;
LAB32;PCR166;;2;T2_1_RP 1;1;;29,89;17,71;;;;;T2;Group1;0;2;
LAB32;PCR166;;2;T2_1_RP 2;1;;29,9;17,7;;;;;T2;Group1;0;2;
LAB32;PCR166;;3;T2_1_RP 3;1;;30,11;17,76;;;;;T2;Group1;0;2;
LAB32;PCR166;;3;T2_1_RP 4;1;;30,39;17,57;;;;;T2;Group1;0;2;
LAB32;PCR166;;2;T2_2_RP 1;2;;29,61;17,58;;;;;T2;Group1;0;2;
LAB32;PCR166;;2;T2_2_RP 2;2;;29,66;17,55;;;;;T2;Group1;0;2;
LAB32;PCR166;;3;T2_2_RP 3;2;;29,83;17,53;;;;;T2;Group1;0;2;
LAB32;PCR166;;3;T2_2_RP 4;2;;29,69;17,55;;;;;T2;Group1;0;2;
LAB32;PCR166;;2;T2_3_RP 1;3;;30,54;15,99;;;;;T2;Group1;0;2;
LAB32;PCR166;;2;T2_3_RP 2;3;;30,48;15,89;;;;;T2;Group1;0;2;
LAB32;PCR166;;3;T2_3_RP 3;3;;30,82;15,9;;;;;T2;Group1;0;2;
LAB32;PCR166;;3;T2_3_RP 4;3;;30,31;15,91;;;;;T2;Group1;0;2;
LAB32;PCR166;;2;T3_1_RP 1;1;;No amplification;;;;;;T3;;0;2;
LAB32;PCR166;;2;T3_1_RP 2;1;;No amplification;;;;;;T3;;0;2;
LAB32;PCR166;;3;T3_1_RP 3;1;;No amplification;;;;;;T3;;0;2;
LAB32;PCR166;;3;T3_1_RP 4;1;;No amplification;;;;;;T3;;0;2;
LAB32;PCR166;;2;T3_2_RP 1;2;;Undetermined;;;;;;T3;;0;2;
LAB32;PCR166;;2;T3_2_RP 2;2;;Undetermined;;;;;;T3;;0;2;
LAB32;PCR166;;3;T3_2_RP 3;2;;Undetermined;;;;;;T3;;0;2;
LAB32;PCR166;;3;T3_2_RP 4;2;;6,48;;;;;;T3;;0;2;
LAB32;PCR166;;2;T3_3_RP 1;3;;Undetermined;;;;;;T3;;0;2;
LAB32;PCR166;;2;T3_3_RP 2;3;;Undetermined;;;;;;T3;;0;2;
LAB32;PCR166;;3;T3_3_RP 3;3;;Undetermined;;;;;;T3;;0;2;
LAB32;PCR166;;3;T3_3_RP 4;3;;39,8;;;;;;T3;;0;2;
LAB32;PCR166;;2;T4_1_RP 1;1;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;2;T4_1_RP 2;1;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;3;T4_1_RP 3;1;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;3;T4_1_RP 4;1;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;2;T4_2_RP 1;2;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;2;T4_2_RP 2;2;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;3;T4_2_RP 3;2;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;3;T4_2_RP 4;2;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;2;T4_3_RP 1;3;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;2;T4_3_RP 2;3;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;3;T4_3_RP 3;3;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;3;T4_3_RP 4;3;;No amplification;;;;;;T4;;0;2;
LAB32;PCR166;;2;T5_1_RP 1;1;;30,44;17,56;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;2;T5_1_RP 2;1;;30,38;17,59;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;3;T5_1_RP 3;1;;30,51;17,31;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;3;T5_1_RP 4;1;;30,54;17,36;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;2;T5_2_RP 1;2;;31,19;17,36;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;2;T5_2_RP 2;2;;31,11;17,35;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;3;T5_2_RP 3;2;;31;17,39;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;3;T5_2_RP 4;2;;30,97;17,42;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;2;T5_3_RP 1;3;;32,09;17,62;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;2;T5_3_RP 2;3;;31,63;17,18;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;3;T5_3_RP 3;3;;31,36;17,62;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;3;T5_3_RP 4;3;;31,82;17,48;;;;;T5;GroupNorm;0;2;
LAB32;PCR166;;2;T6_1_RP 1;1;;29,71;18,37;;;;;T6;Group2;0;2;
LAB32;PCR166;;2;T6_1_RP 2;1;;29,42;18,08;;;;;T6;Group2;0;2;
LAB32;PCR166;;3;T6_1_RP 3;1;;29,7;18,18;;;;;T6;Group2;0;2;
LAB32;PCR166;;3;T6_1_RP 4;1;;29,79;18,29;;;;;T6;Group2;0;2;
LAB32;PCR166;;2;T6_2_RP 1;2;;29,93;17,19;;;;;T6;Group2;0;2;
LAB32;PCR166;;2;T6_2_RP 2;2;;29,67;17,21;;;;;T6;Group2;0;2;
LAB32;PCR166;;3;T6_2_RP 3;2;;29,53;17,16;;;;;T6;Group2;0;2;
LAB32;PCR166;;3;T6_2_RP 4;2;;29,77;17,49;;;;;T6;Group2;0;2;
LAB32;PCR166;;2;T6_3_RP 1;3;;29,93;16,01;;;;;T6;Group2;0;2;
LAB32;PCR166;;2;T6_3_RP 2;3;;29,78;16,02;;;;;T6;Group2;0;2;
LAB32;PCR166;;3;T6_3_RP 3;3;;30,62;16;;;;;T6;Group2;0;2;
LAB32;PCR166;;3;T6_3_RP 4;3;;30,5;16,23;;;;;T6;Group2;0;2;
LAB32;PCR29;20/01/23;;1;1;;;;;6429,77;4445,406;;Control;Group1;0;2;
LAB32;PCR29;20/01/23;;2;2;;;;;5885,55;4528,1;;Control;Group1;0;2;
LAB32;PCR29;20/01/23;;3;3;;;;;5194,65;4814,2;;Control;Group1;0;2;
LAB32;PCR29;20/01/23;;4;4;;;;;4756,94;4138,1;;Control;Group1;0;2;
LAB32;PCR29;20/01/23;;5;5;;;;;5319,01;5737,5;;Control;Group1;0;2;
LAB32;PCR29;20/01/23;;6;6;;;;;6624,48;5746,2;;Control;Group1;;;
LAB32;PCR29;20/01/23;;7;7;;;;;5944,48;3686;;Control;Group1;;;
LAB32;PCR29;20/01/23;;8;8;;;;;3650,6;5530;;Control;Group1;;;
LAB32;PCR29;20/01/23;;1;1;;;;;3292,99;5115,5;;Control;Group1;;;
LAB32;PCR29;20/01/23;;2;2;;;;;5743,94;6099,8;;Control;Group1;;;
LAB32;PCR29;20/01/23;;3;3;;;;;5047,23;6326,4;;Control;Group1;;;
LAB32;PCR29;20/01/23;;4;4;;;;;6153,41;4794,4;;Control;Group1;;;
LAB32;PCR29;20/01/23;;5;5;;;;;3688,99;6173,1;;Control;Group1;;;
LAB32;PCR29;20/01/23;;6;6;;;;;5077,28;6461,1;;Control;Group1;;;
LAB32;PCR29;20/01/23;;7;7;;;;;5644,7;4833,4;;Control;Group1;;;
LAB32;PCR29;20/01/23;;8;8;;;;;4630,36;5277,3;;Control;Group1;;;
LAB32;PCR29;20/01/23;;9;1;;;;;5831,94;2573;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;10;2;;;;;6147,72;6442,8;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;11;3;;;;;6447,53;5496,4;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;12;4;;;;;5621,53;6302,3;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;13;5;;;;;6395,41;6421,3;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;14;6;;;;;5211,41;1072,7;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;15;7;;;;;6351,23;5401,5;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;16;8;;;;;4528,01;5647,6;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;9;1;;;;;4054,99;5459,4;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;10;2;;;;;5304,53;6385,3;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;11;3;;;;;5830,72;6365,8;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;12;4;;;;;5440,23;5584,7;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;13;5;;;;;6509,31;6629,6;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;14;6;;;;;5022,82;1235,5;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;15;7;;;;;6227,72;4601,6;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;16;8;;;;;6123,77;6812,8;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;1;1;;;;;5820,01;4872,99;;Control;Group1;;;
LAB32;PCR29;20/01/23;;2;2;;;;;6047,48;4436,41;;Control;Group1;;;
LAB32;PCR29;20/01/23;;3;3;;;;;5181,41;4225,7;;Control;Group1;;;
LAB32;PCR29;20/01/23;;4;4;;;;;3698,46;3712,23;;Control;Group1;;;
LAB32;PCR29;20/01/23;;5;5;;;;;5742,53;4073,99;;Control;Group1;;;
LAB32;PCR29;20/01/23;;6;6;;;;;4194,36;4898,7;;Control;Group1;;;
LAB32;PCR29;20/01/23;;7;7;;;;;5758,87;3500,53;;Control;Group1;;;
LAB32;PCR29;20/01/23;;8;8;;;;;5702,7;4582,41;;Control;Group1;;;
LAB32;PCR29;20/01/23;;9;1;;;;;5411,65;4333,11;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;10;2;;;;;7028,72;6116,28;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;11;3;;;;;6417,11;6404,7;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;12;4;;;;;5426,41;6028,53;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;13;5;;;;;5400,53;6197,77;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;14;6;;;;;4696,77;1247,16;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;15;7;;;;;6045,58;5629,53;;Treated;Group2;;;
LAB32;PCR29;20/01/23;;16;8;;;;;4516,58;4815,48;;Treated;Group2;;;
LAB34;PCR40;07/03/23;;;1;Sample 1;;22,2;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;1;Sample 1;;21,45;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;1;Sample 1;;20,84;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;2;Sample 2;;21,13;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;2;Sample 2;;20,36;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;2;Sample 2;;20,7;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;3;Sample 3;;14,94;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;3;Sample 3;;14,45;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;3;Sample 3;;11,16;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;4;Sample 4;;16,24;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;4;Sample 4;;14,66;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;4;Sample 4;;16,09;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;5;Sample 5;;21,79;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;5;Sample 5;;21,3;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;5;Sample 5;;20,56;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;6;Sample 6;;14,38;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;6;Sample 6;;18,12;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;6;Sample 6;;18,71;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;1;Sample 7;;21,28;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;1;Sample 7;;20,99;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;1;Sample 7;;20,23;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;2;Sample 8;;9,06;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;2;Sample 8;;10,32;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;2;Sample 8;;9,57;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;3;Sample 9;;10,73;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;3;Sample 9;;10,2;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;3;Sample 9;;9,7;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;4;Sample 10;;9,51;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;4;Sample 10;;8,08;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;4;Sample 10;;9,28;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;5;Sample 11;;11,87;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;5;Sample 11;;12,41;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;5;Sample 11;;12,95;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;6;Sample 12;;16,99;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;6;Sample 12;;16,71;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;6;Sample 12;;16,78;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;1;Sample 1;28,55;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;1;Sample 1;28,52;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;1;Sample 1;28,41;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;2;Sample 2;27,57;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;2;Sample 2;27,39;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;2;Sample 2;28,09;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;3;Sample 3;26,6;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;3;Sample 3;26,44;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;3;Sample 3;26,3;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;4;Sample 4;26,72;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;4;Sample 4;25,91;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;4;Sample 4;26,43;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;5;Sample 5;35,59;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;5;Sample 5;27,33;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;5;Sample 5;27,08;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;6;Sample 6;27,74;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;6;Sample 6;27,66;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;6;Sample 6;27,55;;;;;;control;Group1;;;
LAB34;PCR40;07/03/23;;;1;Sample 7;30,21;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;1;Sample 7;29,74;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;1;Sample 7;29,61;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;2;Sample 8;24,92;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;2;Sample 8;24,94;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;2;Sample 8;25,17;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;3;Sample 9;26,62;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;3;Sample 9;26,1;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;3;Sample 9;25,81;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;4;Sample 10;25,14;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;4;Sample 10;24,24;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;4;Sample 10;25,28;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;5;Sample 11;27,69;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;5;Sample 11;28,06;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;5;Sample 11;27,65;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;6;Sample 12;29,07;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;6;Sample 12;28,55;;;;;;treated;Group2;;;
LAB34;PCR40;07/03/23;;;6;Sample 12;29,21;;;;;;treated;Group2;;;
LAB34;PCR79;;;5% SFB + ETOH;1;;34,16;36,15;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;1;;34,28;Undetermined;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;2;;No amplification;38,38;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;2;;No amplification;30,67;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;3;;37,36;24,54;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;3;;Undetermined;Undetermined;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;4;;No amplification;32,65;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;4;;No amplification;31,13;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;5;;Undetermined;25,02;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;5;;31,88;25,93;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;6;;35,04;37,77;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5% SFB + ETOH;6;;39,08;11,22;;;;;5% SFB + ETOH;;;;
LAB34;PCR79;;;5%cSFB + ETOH;1;;32,72;30,03;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;1;;33,22;26,54;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;1;;32,71;26,57;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;2;;31,38;Undetermined;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;2;;30,45;22,69;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;2;;30,92;27,41;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;3;;Undetermined;Undetermined;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;3;;35,85;39,99;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;3;;Undetermined;35,36;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;4;;Undetermined;Undetermined;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;4;;Undetermined;34,64;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;4;;38,18;33,8;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB + ETOH;5;;39,05;33,39;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB + ETOH;5;;37,89;Undetermined;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;1;;Undetermined;28,22;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;1;;40,51;24,98;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;1;;38,1;29,51;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;2;;Undetermined;27,97;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;2;;Undetermined;26,95;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;2;;39,8;27,95;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;3;;41,2;Undetermined;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;3;;Undetermined;39,31;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;3;;Undetermined;35,23;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;4;;Undetermined;37,61;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;4;;41,53;26,39;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;4;;Undetermined;30,59;;;;;5%cSFB +βestradiol;Group2;;;
LAB34;PCR79;;;5%cSFB +βestradiol;5;;37,25;38,15;;;;;5%cSFB + ETOH;Group1;;;
LAB34;PCR79;;;5%cSFB +βestradiol;5;;36,97;36,42;;;;;5%cSFB + ETOH;Group1;;;
LAB35;PCR184;11/02/22;gel4;CTRL;1;;;;;;15581,88;;CTRL;;;;
LAB35;PCR184;11/02/22;gel4;CTRL;1;;;;;;21518,2;;CTRL;;;;
LAB35;PCR184;11/02/22;gel4;VEH;1;;;;;;24364,71;;VEH;Group1;;;
LAB35;PCR184;11/02/22;gel4;VEH;1;;;;;;22425,05;;VEH;Group1;;;
LAB35;PCR184;11/02/22;gel4;DHA;1;;;;;;30600,3;;DHA;Group2;;;
LAB35;PCR184;11/02/22;gel4;DHA;1;;;;;;31088,59;;DHA;Group2;;;
LAB35;PCR184;11/02/22;gel4;CTRL;2;;;;;;30083,47;;CTRL;;;;
LAB35;PCR184;11/02/22;gel4;CTRL;2;;;;;;35852,18;;CTRL;;;;
LAB35;PCR184;11/02/22;gel4;VEH;2;;;;;;38349,18;;VEH;Group1;;;
LAB35;PCR184;11/02/22;gel4;VEH;2;;;;;;41029,71;;VEH;Group1;;;
LAB35;PCR184;11/02/22;gel4;DHA;2;;;;;;24665,52;;DHA;Group2;;;
LAB35;PCR184;11/02/22;gel4;DHA;2;;;;;;40561,3;;DHA;Group2;;;
